parameter_id,frequency_band,variable,TO,FROM,NET,average_TCI
P3_H10_S3,short_term,r_electricity,33.201693038145564,30.10720132461235,3.0944917135332095,28.74575360308964
P3_H10_S3,short_term,r_gas,15.829647243604086,17.823687761247754,-1.9940405176436695,28.74575360308964
P3_H10_S3,short_term,r_gold,24.86475974386308,26.21091151844035,-1.3461517745772738,28.74575360308964
P3_H10_S3,short_term,r_wti,27.7817622675095,27.689425507295258,0.09233676021424331,28.74575360308964
P3_H20_S1,long_term,r_ai,42.30989847275121,30.605629466638103,11.7042690061131,29.18780345700403
P3_H20_S1,long_term,r_coal,36.421436453677714,33.281837907406604,3.1395985462711127,29.18780345700403
P3_H20_S1,long_term,r_electricity,33.08252749821974,32.87130627046538,0.21122122775435945,29.18780345700403
P3_H20_S1,long_term,r_gas,14.835326324299912,18.808470954922978,-3.9731446306230658,29.18780345700403
P3_H20_S1,long_term,r_gold,21.83002379563657,29.312818741976894,-7.4827949463403245,29.18780345700403
P3_H20_S1,long_term,r_wti,26.64760819743907,30.246757400614253,-3.599149203175182,29.18780345700403
P3_H20_S1,medium_term,r_ai,38.703400443261216,33.31026991413095,5.393130529130267,29.477474783088887
P3_H20_S1,medium_term,r_coal,41.88478558146262,32.159213953668676,9.72557162779395,29.477474783088887
P3_H20_S1,medium_term,r_electricity,32.88938544077469,30.360891129727918,2.5284943110467664,29.477474783088887
P3_H20_S1,medium_term,r_gas,14.782464638757077,19.7563641487609,-4.973899510003819,29.477474783088887
P3_H20_S1,medium_term,r_gold,22.991945401482376,27.733133153307946,-4.741187751825572,29.477474783088887
P3_H20_S1,medium_term,r_wti,25.61286719279535,33.54497639893694,-7.932109206141591,29.477474783088887
P3_H20_S1,short_term,r_ai,35.84783889068991,35.268244985434826,0.5795939052550847,28.604116954388424
P3_H20_S1,short_term,r_coal,33.67252183053049,36.07218656086197,-2.3996647303314833,28.604116954388424
P3_H20_S1,short_term,r_electricity,33.429724211435435,30.38511406519973,3.0446101462357036,28.604116954388424
P3_H20_S1,short_term,r_gas,15.556151279833577,17.445049354988203,-1.8888980751546283,28.604116954388424
P3_H20_S1,short_term,r_gold,24.953561699549457,26.251402134157363,-1.2978404346079049,28.604116954388424
P3_H20_S1,short_term,r_wti,28.164903814291673,26.202704625688444,1.9621991886032282,28.604116954388424
P3_H20_S2,long_term,r_ai,42.26830616598116,30.46300976222142,11.805296403759737,29.17184796691988
P3_H20_S2,long_term,r_coal,36.09488722120548,33.53938122866593,2.5555059925395494,29.17184796691988
P3_H20_S2,long_term,r_electricity,33.014182462173565,32.967815936676836,0.04636652549672905,29.17184796691988
P3_H20_S2,long_term,r_gas,15.15371500971049,18.73846003845602,-3.584745028745529,29.17184796691988
P3_H20_S2,long_term,r_gold,21.81402658658091,29.281183415813025,-7.467156829232116,29.17184796691988
P3_H20_S2,long_term,r_wti,26.685970355867667,30.041237419686038,-3.3552670638183697,29.17184796691988
P3_H20_S2,medium_term,r_ai,41.86339670604472,31.739838285669094,10.123558420375623,29.40176293785234
P3_H20_S2,medium_term,r_coal,38.77418624763061,32.40874395500095,6.365442292629654,29.40176293785234
P3_H20_S2,medium_term,r_electricity,33.343501963447515,32.132316778778836,1.2111851846686752,29.40176293785234
P3_H20_S2,medium_term,r_gas,13.966999338242017,19.309910754384514,-5.3429114161424955,29.40176293785234
P3_H20_S2,medium_term,r_gold,22.09129005714184,29.201950948652225,-7.110660891510384,29.40176293785234
P3_H20_S2,medium_term,r_wti,26.371203314607357,31.617816904628423,-5.246613590021072,29.40176293785234
P3_H20_S2,short_term,r_ai,35.87704243242644,35.013751238921344,0.8632911935050941,28.87891822305216
P3_H20_S2,short_term,r_coal,36.26026013879445,35.179813121737965,1.0804470170564815,28.87891822305216
P3_H20_S2,short_term,r_electricity,33.17541772100738,30.07245689082853,3.1029608301788505,28.87891822305216
P3_H20_S2,short_term,r_gas,15.735297005259444,18.11706537945917,-2.3817683741997255,28.87891822305216
P3_H20_S2,short_term,r_gold,24.68894857144611,26.329071058910056,-1.6401224874639435,28.87891822305216
P3_H20_S2,short_term,r_wti,27.536543469379115,28.561351648455872,-1.0248081790767571,28.87891822305216
P3_H20_S3,long_term,r_ai,42.30794296499222,30.58090025468939,11.727042710302836,29.184016394925177
P3_H20_S3,long_term,r_coal,36.36932806927904,33.31623098759353,3.053097081685513,29.184016394925177
P3_H20_S3,long_term,r_electricity,33.07172743091058,32.88640002663059,0.18532740427999048,29.184016394925177
P3_H20_S3,long_term,r_gas,14.877589456973425,18.797397054331302,-3.919807597357876,29.184016394925177
P3_H20_S3,long_term,r_gold,21.825908327328264,29.309067429545017,-7.483159102216756,29.184016394925177
P3_H20_S3,long_term,r_wti,26.65160212006751,30.214102616761217,-3.562500496693708,29.184016394925177
P3_H20_S3,medium_term,r_ai,40.56805609793241,32.692940776984635,7.875115320947779,29.529615113099876
P3_H20_S3,medium_term,r_coal,40.70883275956775,32.22691129503866,8.481921464529078,29.529615113099876
P3_H20_S3,medium_term,r_electricity,33.19489292145698,31.268269604381192,1.9266233170757916,29.529615113099876
P3_H20_S3,medium_term,r_gas,14.208961917292509,19.67555486330913,-5.466592946016623,29.529615113099876
P3_H20_S3,medium_term,r_gold,22.52638272044201,28.558952639196207,-6.032569918754193,29.529615113099876
P3_H20_S3,medium_term,r_wti,25.970564261907622,32.755061499689454,-6.784497237781832,29.529615113099876
P3_H20_S3,short_term,r_ai,35.56256815067354,35.12725344419834,0.435314706475196,28.74575360308964
P3_H20_S3,short_term,r_coal,35.23409117474206,35.516042062743765,-0.2819508880017058,28.74575360308964
P3_H20_S3,short_term,r_electricity,33.201693038145564,30.10720132461235,3.0944917135332095,28.74575360308964
P3_H20_S3,short_term,r_gas,15.829647243604086,17.823687761247754,-1.9940405176436695,28.74575360308964
P3_H20_S3,short_term,r_gold,24.86475974386308,26.21091151844035,-1.3461517745772738,28.74575360308964
P3_H20_S3,short_term,r_wti,27.7817622675095,27.689425507295258,0.09233676021424331,28.74575360308964
