date,TCI,TO_r_ai,FROM_r_ai,NET_r_ai,TO_r_electricity,FROM_r_electricity,NET_r_electricity,TO_r_coal,FROM_r_coal,NET_r_coal,TO_r_gas,FROM_r_gas,NET_r_gas,TO_r_wti,FROM_r_wti,NET_r_wti,TO_r_gold,FROM_r_gold,NET_r_gold
2020-01-24,66.7483823411446,121.23294253050368,63.12000709257274,58.112935437930936,97.56379444100315,56.15410197821852,41.40969246278463,92.23540187349165,57.70611946357446,34.529282409917194,20.07055188749723,93.78671247620227,-73.71616058870504,61.797904871806566,60.38093879190477,1.4169660799017976,7.5896984425654335,69.34241424439492,-61.75271580182948
2020-01-27,56.94070356318422,86.63169899182583,62.611342699130724,24.020356292695105,75.06825754220566,56.50767345814699,18.560584084058668,93.13268187672033,55.93215803255015,37.20052384417018,13.624463189765665,71.47320999487631,-57.84874680511065,63.12678187732925,56.58931252070394,6.537469356625309,10.060337901258691,38.5305246736973,-28.47018677243861
2020-01-28,59.79992778578046,92.4779511975198,59.97079306491613,32.50715813260367,75.0140168978531,55.68358770896064,19.33042918889246,83.11783835159258,55.69896253677567,27.418875814816914,14.787582747879746,72.7752963406683,-57.98771359278856,81.47856057084255,50.56645130514343,30.912109265699115,11.923616948994963,64.10447575821858,-52.18085880922362
2020-01-29,59.600941250817485,93.77771426393944,60.04803392651014,33.7296803374293,77.9705475736174,55.625455510930045,22.34509206268735,82.7861582893235,55.87240447960842,26.913753809715075,14.897437492340584,69.8634113018605,-54.96597380951991,76.13343426741449,49.54706147234911,26.58637279506538,12.04035561826952,66.64928081364673,-54.6089251953772
2020-01-30,59.514464719803115,94.61777077729884,59.97547915686297,34.64229162043588,79.321277722624,55.60816634856843,23.713111374055572,80.98947773365872,55.83195289160388,25.157524842054833,15.063517383995245,68.99233892405871,-53.92882154006347,74.92846911424226,49.79239834145339,25.13607077278887,12.166275586999598,66.88645265627127,-54.72017706927168
2020-01-31,62.609367171239604,108.3662523041901,61.08624252355123,47.28000978063887,103.98260082878235,54.68111914885873,49.301481679923626,69.13569525860517,59.221578610271685,9.914116648333483,16.23941553092767,69.30085803258275,-53.06144250165508,67.11723266215301,49.049150083259875,18.06808257889314,10.815006442779314,82.31725462891333,-71.50224818613401
2020-02-03,64.65256134212865,108.10572353475492,61.815788156353776,46.28993537840114,112.41791161516414,54.658162724711104,57.75974889045304,83.26949355512899,59.21278347599559,24.056710079133396,17.558027230067722,73.24781696103952,-55.689789730971796,55.53829150301035,54.390289664253935,1.1480018387564144,11.025920614645791,84.59052707041802,-73.56460645577224
2020-02-04,62.85568512185081,104.20194969673724,64.33226045821591,39.86968923852133,112.61969133914343,53.01186342306971,59.60782791607372,72.87241151692159,51.77404661574554,21.098364901176048,18.70832979681742,70.7458938872329,-52.03756409041547,56.46191194177881,53.237790572726375,3.2241213690524333,12.269816439706347,84.03225577411439,-71.76243933440804
2020-02-05,61.594601381852186,84.54843156203506,57.99797716410854,26.550454397926522,102.38125050502485,51.86021346534648,50.52103703967837,75.97775425766396,55.438531754779675,20.539222502884286,17.526693928146862,76.69236596361068,-59.16567203546382,64.46959112008226,53.99261369913795,10.476977420944309,24.66388691816015,73.58590624412982,-48.92201932596967
2020-02-06,56.2312793874283,80.36462318887398,58.29118084520629,22.073442343667686,91.7953708063326,51.0350106304269,40.760360175905696,55.206072853993795,66.19773376832016,-10.991660914326367,20.231068893391658,37.180534943612244,-16.949466050220586,69.3488830668615,50.02112501774312,19.327758049118387,20.441657515116262,74.66209111926109,-54.22043360414483
2020-02-07,56.515048494824924,82.57795917992382,57.26117849446337,25.31678068546045,84.9345482405107,50.862985097469235,34.07156314304146,55.40700423273256,66.67798874779969,-11.270984515067127,18.729884709740663,42.19698183496587,-23.467097125225205,76.01756615187143,48.78689361501912,27.230672536852317,21.423328454170434,73.30426317923232,-51.88093472506189
2020-02-10,55.91407867559478,79.7822336255787,58.09292900933721,21.689304616241486,83.65440689063051,50.79118212235127,32.86322476827924,52.62639752386544,68.75235243057894,-16.125954906713496,18.27211338986996,37.78093312847564,-19.508819738605677,76.35169960840099,48.86413555828389,27.4875640501171,24.797621015223058,71.20293980454171,-46.405318789318656
2020-02-11,55.623963969771175,80.15945968391888,58.21967307540397,21.939786608514915,83.12169537297298,50.73830545665486,32.38338991631812,52.93086996994948,68.64607714405302,-15.715207174103547,17.3879138548309,36.3647847778482,-18.9768709230173,76.43517550304323,48.36237122858309,28.072804274460132,23.708669433911556,71.41257213608385,-47.7039027021723
2020-02-12,54.455028423427954,80.63927923408106,57.42643948263881,23.212839751442246,83.21352443508529,50.43338806653419,32.7801363685511,52.78585732295039,68.58797861894087,-15.802121295990474,16.963778510397532,34.42400129619438,-17.46022278579685,70.01457676703086,49.10683152945353,20.90774523757733,23.113154271022513,66.75153154680586,-43.638377275783355
2020-02-13,55.04711969640807,83.04352117257937,57.24441360251784,25.799107570061537,83.03117820195887,50.54829406835043,32.48288413360844,53.89726781347214,67.50975631504083,-13.612488501568691,16.581229819706284,38.71039234271163,-22.129162523005345,72.76096978840313,48.86420420852731,23.89676557987582,20.968551382328577,67.40565764130035,-46.437106258971774
2020-02-14,56.48012723152062,86.71819988689886,58.04124798427295,28.67695190262591,86.6539884870587,51.03695485425003,35.61703363280867,56.536844182187274,70.10154501344941,-13.564700831262137,16.89965255918345,34.34734966828201,-17.447697109098556,73.83184997414654,52.485343302927426,21.34650667121911,18.24022829964897,72.86832256594194,-54.62809426629297
2020-02-19,54.572660240558925,85.91637187008168,56.86296788754811,29.053403982533567,84.50933523132453,49.08988842722546,35.41944680409907,55.718472396020125,66.22647938720425,-10.508006991184125,16.80986300883225,31.964645754175656,-15.154782745343407,66.82586524078242,50.66333846176549,16.16252677901693,17.65605369631259,72.6286415254346,-54.97258782912201
2020-02-20,54.55425258463238,90.3415822423672,56.07163458170588,34.269947660661316,75.12024064886874,48.26576250365369,26.854478145215054,52.35556219982024,62.80631739471,-10.450755194889759,15.32791188709727,42.49506821819434,-27.16715633109707,76.40046576444456,49.369240366781085,27.031225397663476,17.77975276519627,68.3174924427493,-50.53773967755303
2020-02-21,54.95895512512236,89.92636517577728,56.74799520921995,33.17836996655733,74.525511039761,48.057392211793484,26.468118827967515,51.17021662344355,63.027081410231766,-11.856864786788215,15.597797604973984,42.562896778078255,-26.96509917310427,80.34090750700116,49.6999112585514,30.64099624844976,18.1929327997771,69.6584538828592,-51.46552108308211
2020-02-24,56.029954570365135,93.77236728250838,57.72951221233926,36.042855070169125,71.16243203320612,49.43676489208342,21.7256671411227,53.78675689770257,63.80742333632949,-10.020666438626925,17.19740647785935,45.98842283784838,-28.791016359989033,80.08103291813528,55.69563105190014,24.385401866235135,20.1797318127792,63.52197309169022,-43.34224127891102
2020-02-25,56.86206095202747,96.91647961457976,57.017613669079694,39.89886594550006,71.22735755489053,55.97483835529038,15.252519199600151,58.46810468680729,56.84819801098486,1.6199066758224276,18.63375879565127,45.068639155777404,-26.434880360126133,78.66653908661232,51.94226351774751,26.724275568864805,17.260125973623627,74.32081300328497,-57.06068702966134
2020-02-26,49.70874207696441,91.5848455268476,55.842709173816196,35.742136353031405,66.67550241834557,54.694696221512814,11.98080619683276,49.57644653710851,52.77260334758774,-3.1961568104792306,14.23857158335461,15.20185683600786,-0.9632852526532503,67.13756811340264,55.96807069461186,11.169497418790776,9.039518282727546,63.772516188250016,-54.73299790552247
2020-02-27,57.24078891179468,99.73987339124885,62.22460429872737,37.51526909252148,85.82418837880013,61.53971747846235,24.28447090033778,72.27031082642907,49.605580352981306,22.66473047344776,14.702808869199957,35.741318235551546,-21.03850936635159,64.42796759718404,63.09840875549273,1.3295588416913091,6.479584407906092,71.23510434955283,-64.75551994164674
2020-02-28,59.85886218666469,103.34692234847869,59.257919538887634,44.08900280959105,85.57433428838199,61.55275920140759,24.0215750869744,78.32649792625682,44.60354188747155,33.72295603878527,15.309878624748945,45.22626319878714,-29.91638457403819,65.12387912024782,62.24672728746283,2.877151832784989,11.471660811873837,86.26596200597135,-74.79430119409751
